data,ruta_id,ruta,tarif,tur_vechi,tur_nou,retur_vechi,retur_nou,total_vechi,total_nou,diff
2026-04-01,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,3346,3404,2880,2920,6226,6324,98
2026-04-01,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,924,932,2634,2647,3558,3579,21
2026-04-01,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1041,1072,0,0,1041,1072,31
2026-04-01,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2373,2370,1608,1610,3981,3980,-1
2026-04-01,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,3372,3367,1077,1074,4449,4441,-8
2026-04-01,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,2253,2296,3037,3096,5290,5392,102
2026-04-01,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1282,1342,2387,2397,3669,3739,70
2026-04-01,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,1797,1835,1285,1341,3082,3176,94
2026-04-01,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1796,1818,2014,2125,3810,3943,133
2026-04-01,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,962,986,2514,2581,3476,3567,91
2026-04-01,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,2215,2283,2948,2990,5163,5273,110
2026-04-01,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1135,1166,2419,2542,3554,3708,154
2026-04-01,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1915,1979,1966,2071,3881,4050,169
2026-04-01,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,3096,3209,953,980,4049,4189,140
2026-04-01,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,2826,2840,3442,3441,6268,6281,13
2026-04-01,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2919,3067,3229,3265,6148,6332,184
2026-04-01,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,2878,2976,3464,3559,6342,6535,193
2026-04-01,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,1695,1717,1358,1356,3053,3073,20
2026-04-01,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2070,2232,3695,3796,5765,6028,263
2026-04-01,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3831,4122,2942,3008,6773,7130,357
2026-04-01,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,1844,1962,3068,3089,4912,5051,139
2026-04-01,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2042,2091,2935,2959,4977,5050,73
2026-04-01,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,1107,1210,1807,1811,2914,3021,107
2026-04-01,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3360,3466,1974,2017,5334,5483,149
2026-04-01,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2431,2529,3352,3465,5783,5994,211
2026-04-01,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2102,2112,1939,2034,4041,4146,105
2026-04-02,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,3461,3517,4461,4565,7922,8082,160
2026-04-02,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,782,787,1695,1711,2477,2498,21
2026-04-02,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1286,1301,2388,2413,3674,3714,40
2026-04-02,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2613,2616,1694,1694,4307,4310,3
2026-04-02,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2602,2595,2594,2592,5196,5187,-9
2026-04-02,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,2779,2817,2481,2537,5260,5354,94
2026-04-02,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1243,1287,2227,2240,3470,3527,57
2026-04-02,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,1668,1720,937,1085,2605,2805,200
2026-04-02,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,2700,2776,1175,1245,3875,4021,146
2026-04-02,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,1370,1424,2140,2195,3510,3619,109
2026-04-02,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,451,460,1248,1343,1699,1803,104
2026-04-02,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1998,2110,3355,3390,5353,5500,147
2026-04-02,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1278,1334,3494,3672,4772,5006,234
2026-04-02,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,1715,1798,1348,1419,3063,3217,154
2026-04-02,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,2599,2668,2347,2468,4946,5136,190
2026-04-02,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3249,3252,3452,3464,6701,6716,15
2026-04-02,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,3376,3610,2557,2564,5933,6174,241
2026-04-02,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,2973,3126,3633,3694,6606,6820,214
2026-04-02,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2861,2899,930,932,3791,3831,40
2026-04-02,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2924,3122,3920,4021,6844,7143,299
2026-04-02,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3031,3339,2294,2426,5325,5765,440
2026-04-02,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2384,2573,1763,1782,4147,4355,208
2026-04-02,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2407,2458,1867,1879,4274,4337,63
2026-04-02,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3368,3633,3075,3134,6443,6767,324
2026-04-02,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,1964,2161,2309,2359,4273,4520,247
2026-04-02,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2363,2460,3259,3390,5622,5850,228
2026-04-02,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,0,0,1095,1126,1095,1126,31
2026-04-03,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,2183,2191,4152,4206,6335,6397,62
2026-04-03,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2206,2196,3185,3173,5391,5369,-22
2026-04-03,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1801,1808,3518,3491,5319,5299,-20
2026-04-03,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2648,2624,2980,2942,5628,5566,-62
2026-04-03,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2436,2400,3504,3470,5940,5870,-70
2026-04-03,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3566,3658,3439,3446,7005,7104,99
2026-04-03,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1457,1511,2764,2761,4221,4272,51
2026-04-03,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,3576,3647,3680,3778,7256,7425,169
2026-04-03,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,2466,2488,2941,3071,5407,5559,152
2026-04-03,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,1816,1856,1932,1957,3748,3813,65
2026-04-03,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,2483,2493,1215,1223,3698,3716,18
2026-04-03,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1080,1146,3637,3751,4717,4897,180
2026-04-03,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1831,1903,3030,3136,4861,5039,178
2026-04-03,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,3112,3205,1847,1829,4959,5034,75
2026-04-03,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,2243,2282,4039,4126,6282,6408,126
2026-04-03,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3723,3697,4448,4404,8171,8101,-70
2026-04-03,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,4349,4525,4392,4385,8741,8910,169
2026-04-03,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3683,3793,5139,5361,8822,9154,332
2026-04-03,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2681,2662,2786,2751,5467,5413,-54
2026-04-03,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,4452,4681,4322,4416,8774,9097,323
2026-04-03,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,0,0,0,0,0,0,0
2026-04-03,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2253,2460,3915,3923,6168,6383,215
2026-04-03,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2160,2160,3892,3866,6052,6026,-26
2026-04-03,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,1889,1974,4148,4150,6037,6124,87
2026-04-03,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3005,3089,3522,3523,6527,6612,85
2026-04-03,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,3102,3189,4376,4448,7478,7637,159
2026-04-03,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2973,2985,3638,3660,6611,6645,34
2026-04-04,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,986,998,3270,3297,4256,4295,39
2026-04-04,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2036,2052,4112,4136,6148,6188,40
2026-04-04,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2903,2931,1689,1697,4592,4628,36
2026-04-04,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2033,2031,3102,3090,5135,5121,-14
2026-04-04,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2091,2068,2786,2760,4877,4828,-49
2026-04-04,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,2419,2443,1205,1210,3624,3653,29
2026-04-04,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1379,1430,3112,3139,4491,4569,78
2026-04-04,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,0,0,1979,2011,1979,2011,32
2026-04-04,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1948,1973,2578,2632,4526,4605,79
2026-04-04,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,1581,1599,3029,3096,4610,4695,85
2026-04-04,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,616,641,2672,2739,3288,3380,92
2026-04-04,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,0,0,0,0,0,0,0
2026-04-04,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,860,879,2733,2874,3593,3753,160
2026-04-04,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,0,0,0,0,0,0,0
2026-04-04,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,2531,2557,2814,2865,5345,5422,77
2026-04-04,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,2397,2403,3298,3300,5695,5703,8
2026-04-04,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2757,2864,3747,3713,6504,6577,73
2026-04-04,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3020,3108,4050,4184,7070,7292,222
2026-04-04,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,1488,1474,1144,1137,2632,2611,-21
2026-04-04,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2994,3165,4554,4732,7548,7897,349
2026-04-04,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2914,3112,3272,3342,6186,6454,268
2026-04-04,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,2392,2493,2680,2675,5072,5168,96
2026-04-04,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,2078,2107,1895,1919,3973,4026,53
2026-04-04,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3759,3800,2615,2654,6374,6454,80
2026-04-04,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,2339,2410,2336,2400,4675,4810,135
2026-04-04,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,0,0,2142,2211,2142,2211,69
2026-04-04,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,2408,2478,3605,3563,6013,6041,28
2026-04-05,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,1399,1419,2615,2671,4014,4090,76
2026-04-05,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,1001,1010,1892,1915,2893,2925,32
2026-04-05,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2188,2203,1269,1280,3457,3483,26
2026-04-05,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,4599,4559,2536,2504,7135,7063,-72
2026-04-05,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,3023,3011,2947,2950,5970,5961,-9
2026-04-05,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,4464,4423,1153,1179,5617,5602,-15
2026-04-05,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,4628,4761,1181,1189,5809,5950,141
2026-04-05,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,3784,3832,1648,1641,5432,5473,41
2026-04-05,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,0,0,2212,2224,2212,2224,12
2026-04-05,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,3255,3291,1304,1377,4559,4668,109
2026-04-05,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,4018,4092,1733,1748,5751,5840,89
2026-04-05,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,4137,4234,3326,3433,7463,7667,204
2026-04-05,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,4464,4577,2490,2579,6954,7156,202
2026-04-05,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,486,504,3074,3178,3560,3682,122
2026-04-05,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,0,0,0,0,0,0,0
2026-04-05,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3051,3056,2510,2523,5561,5579,18
2026-04-05,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,2869,3127,3511,3540,6380,6667,287
2026-04-05,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,2913,3024,3586,3698,6499,6722,223
2026-04-05,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,4370,4334,838,814,5208,5148,-60
2026-04-05,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2258,2377,3137,3180,5395,5557,162
2026-04-05,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,3615,3965,2451,2513,6066,6478,412
2026-04-05,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3495,3714,2390,2397,5885,6111,226
2026-04-05,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,3467,3563,1217,1229,4684,4792,108
2026-04-05,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,3764,3874,1496,1496,5260,5370,110
2026-04-05,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3750,3724,1709,1799,5459,5523,64
2026-04-05,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2414,2475,3385,3477,5799,5952,153
2026-04-05,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,4288,4164,2135,2158,6423,6322,-101
2026-04-06,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,3913,3971,4727,4817,8640,8788,148
2026-04-06,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,3227,3240,3840,3879,7067,7119,52
2026-04-06,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,3046,3049,924,941,3970,3990,20
2026-04-06,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2857,2835,2296,2282,5153,5117,-36
2026-04-06,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,3916,3883,2341,2327,6257,6210,-47
2026-04-06,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3975,4061,1500,1518,5475,5579,104
2026-04-06,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1075,1115,1773,1814,2848,2929,81
2026-04-06,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,2424,2412,1104,1106,3528,3518,-10
2026-04-06,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,0,0,3685,3776,3685,3776,91
2026-04-06,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,944,928,1974,1983,2918,2911,-7
2026-04-06,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,2219,2249,2665,2679,4884,4928,44
2026-04-06,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1381,1430,3874,3899,5255,5329,74
2026-04-06,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1520,1563,2302,2383,3822,3946,124
2026-04-06,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,3082,3147,3041,3037,6123,6184,61
2026-04-06,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,3916,4060,1987,2042,5903,6102,199
2026-04-06,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,3441,3430,2250,2228,5691,5658,-33
2026-04-06,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,4430,4508,2128,2110,6558,6618,60
2026-04-06,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,4943,5027,4137,4249,9080,9276,196
2026-04-06,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2408,2389,1764,1729,4172,4118,-54
2026-04-06,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,3295,3441,4186,4338,7481,7779,298
2026-04-06,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2973,3158,1696,1718,4669,4876,207
2026-04-06,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3500,3581,2393,2419,5893,6000,107
2026-04-06,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,3521,3531,1614,1585,5135,5116,-19
2026-04-06,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,2593,2674,2167,2156,4760,4830,70
2026-04-06,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3073,3136,2227,2217,5300,5353,53
2026-04-06,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2680,2671,1163,1139,3843,3810,-33
2026-04-06,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,3060,3066,1151,1199,4211,4265,54
2026-04-07,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,2435,2476,4399,4472,6834,6948,114
2026-04-07,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2796,2816,3423,3458,6219,6274,55
2026-04-07,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,2549,2549,2114,2135,4663,4684,21
2026-04-07,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2700,2653,1852,1838,4552,4491,-61
2026-04-07,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2353,2229,2862,2845,5215,5074,-141
2026-04-07,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3949,4002,4246,4338,8195,8340,145
2026-04-07,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,1563,1593,2414,2423,3977,4016,39
2026-04-07,9,Criva - Chișinău (12:00 - 16:45),Criva Direct,2344,2346,2764,2873,5108,5219,111
2026-04-07,10,Lipcani - Chișinău (14:10 - 19:05),Criva Direct,1572,1564,2095,2171,3667,3735,68
2026-04-07,11,Criva - Chișinău (13:20 - 17:40),Criva Direct,2201,2231,2386,2492,4587,4723,136
2026-04-07,12,Lipcani - Chișinău (14:50 - 18:55),Criva Direct,1455,1466,1761,1820,3216,3286,70
2026-04-07,14,Criva - Chișinău (15:30 - 20:20),Criva Direct,1079,1122,3609,3656,4688,4778,90
2026-04-07,15,Criva - Chișinău (17:30 - 22:25),Criva Direct,1849,1895,2091,2171,3940,4066,126
2026-04-07,16,Lipcani - Chișinău (02:35 - 7:00),Criva Direct,2204,2308,1209,1179,3413,3487,74
2026-04-07,17,Criva (Tețcani) - Chișinău (02:40 - 8:20),Criva via Corjeuți,3181,3273,2311,2325,5492,5598,106
2026-04-07,18,Lipcani (Viișoara) - Chișinău (04:05 - 8:10),Lipcani via Viișoara,1378,1360,0,0,1378,1360,-18
2026-04-07,19,Lipcani - Chișinău (06:10 - 10:40),Criva via Larga,4078,4138,4106,4033,8184,8171,-13
2026-04-07,20,Criva (Larga) - Chișinău (06:00 - 11:35),Criva via Larga,3630,3720,3753,3818,7383,7538,155
2026-04-07,21,Chișinău (12:35 - 17:40),Otaci/Ocnița,2655,2650,1607,1566,4262,4216,-46
2026-04-07,22,Lipcani - Chișinău (06:35 - 10:50),Criva Direct,2700,2854,3540,3618,6240,6472,232
2026-04-07,23,Criva - Chișinău (07:05 - 12:20),Criva Direct,2733,2828,2786,2793,5519,5621,102
2026-04-07,24,Criva (Larga) - Chișinău (07:25 - 12:45),Criva via Larga,3520,3579,2561,2567,6081,6146,65
2026-04-07,25,Caracusenii Vechi - Chișinău (07:00 - 10:45),Corjeuti/Edinet,1650,1654,3518,3593,5168,5247,79
2026-04-07,26,Corjeuți (Briceni) - Chișinău (08:00 - 17:15),Criva via Corjeuți,2748,2873,3036,3062,5784,5935,151
2026-04-07,27,Lipcani - Chișinău (09:15 - 13:45),Criva Direct,3037,3136,3956,3985,6993,7121,128
2026-04-07,28,Criva - Chișinău (09:35 - 15:10),Criva Direct,2418,2439,2110,2150,4528,4589,61
2026-04-07,29,Ocnița - Chișinău (09:50 - 13:50),Otaci/Ocnița,1735,1633,1515,1567,3250,3200,-50
2026-04-08,1,Grimăncăuți - Chișinău (03:00 - 7:10),Criva Direct,2704,2739,4257,4334,6961,7073,112
2026-04-08,2,Briceni - Chișinău (05:45 - 8:20),Criva via Larga,2778,2800,3206,3227,5984,6027,43
2026-04-08,3,Chișinău (08:00 - 12:40),Otaci/Ocnița,1291,1262,1379,1377,2670,2639,-31
2026-04-08,5,Șirăuți - Chișinău (10:10 - 15:10),Lipcani via Rîșcani,2709,2675,1313,1257,4022,3932,-90
2026-04-08,6,Corjeuți - Chișinău (6:17 - 10:20),Corjeuti/Edinet,2040,1969,3400,3350,5440,5319,-121
2026-04-08,7,Criva - Chișinău (11:00 - 15:35),Criva Direct,3857,3924,2029,2064,5886,5988,102
2026-04-08,8,Criva - Chișinău (12:30 - 17:40),Criva Direct,2454,2510,2812,2852,5266,5362,96
